angDist,SourceID,RA,DEC,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z
0.306621,734,5.0172399,59.2927497,[LL2015] 66,5.0172083333,+59.2928333333,,,172,1,00 20 04.13   ,+59 17 34.2   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,,,,20.035,18.995,18.215,,,,,,,,
1.652602,744,5.01312865,59.3078478,RSMV  6,5.0125416667,+59.3075000000,0.100,0.100,90,6,00 20 03.01   ,+59 18 27.0   ,C,2007AJ....134.2474M,WR*,*|WR*,,,,,WC4,,,,,,,,,,,,23.280,22.200,21.380,,,,,,,,
0.130251,747,5.0403971,59.3297536,[GTA2012] 14,5.0403333333,+59.3297694444,,,172,1,00 20 09.680  ,+59 19 47.17  ,C,2012MNRAS.425.2557G,PN?_Candidate,PN?,-310.000,,-0.0010335,,,,,,,,,,,,,,,,,,,,,,,,
0.732907,755,5.1252724999999995,59.289634250000006,[HL90] 133,5.1254166667,+59.2894444444,,,172,1,00 20 30.1    ,+59 17 22     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.229837,788,5.092480800000001,59.3338144,[MCG2003] IC 10 PN  7,5.0925833333,+59.3337777778,,,172,4,00 20 22.22   ,+59 20 01.6   ,D,2003A&A...407...51M,PN?_Candidate,PN?,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.192178,791,5.0132531,59.3141726,[TG2009] 8,5.0132916667,+59.3142222222,,,172,2,00 20 03.19   ,+59 18 51.2   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.032000,0.032000,90,23.059,21.524,20.504,,,,,,,,
1.352141,795,5.04058,59.2765493,[GTA2012] 15,5.0411250000,+59.2762972222,,,172,1,00 20 09.870  ,+59 16 34.67  ,C,2012MNRAS.425.2557G,PN?_Candidate,PN?,-357.000,,-0.0011901,,,,,,,,,,,,,,,,,,,,,,,,
0.194488,800,5.0964801,59.2745717,LGGS J002023.17+591628.3,5.0965416667,+59.2745277778,0.100,0.100,90,1,00 20 23.17   ,+59 16 28.3   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.440,21.890,,,,,,,,,
0.103316,809,5.0108517,59.296732500000005,[LSG2012] 4,5.0108102746,+59.2967131032,0.000,0.000,90,2,00 20 02.59447,+59 17 48.1672,A,2020yCat.1350....0G,Star,*|IR,,,,,,,0.5549,0.3053,-0.235,-0.333,0.275,0.295,90,,,,24.670,21.630,19.620,15.230,14.150,13.560,,,,,
1.906009,815,5.0914911499999995,59.334569200000004,[W95b] MC 5,5.0925000000,+59.3344444444,3.000,3.000,90,2,00 20 22.2    ,+59 20 04     ,D,1995ApJ...448L..97W,MolCld,MoC,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.173849,838,5.111419,59.329785,[TG2009] 51,5.1113333333,+59.3298055556,,,172,2,00 20 26.72   ,+59 19 47.3   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.022000,0.022000,90,22.419,21.702,21.027,,,,,,,,
0.169205,842,5.1321166,59.3156069,LGGS J002031.73+591856.2,5.1322083333,+59.3156111111,,,172,1,00 20 31.73   ,+59 18 56.2   ,D,2008MNRAS.391L..84G,Star,*,,,,,,,,,,,,,,,,,19.685,18.575,17.923,,,,,,,,
1.466165,846,5.1297844,59.318393,[MAC92] 19-B,5.1292083333,+59.3181111111,,,172,1,00 20 31.01   ,+59 19 05.2   ,D,2003A&A...404..483C,Star,*|WR*,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,
0.472756,848,5.1215001,59.2828445,[TG2009] 55,5.1213333333,+59.2829444444,,,172,2,00 20 29.12   ,+59 16 58.6   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.120000,0.120000,90,20.342,19.614,18.993,,,,,,,,
0.618698,850,5.05316365,59.3355938,LGGS J002012.84+592008.1,5.0535000000,+59.3355833333,,,172,8,00 20 12.84   ,+59 20 08.1   ,D,2007AJ....133.2393M,WR*,*|WR*,,,,,WNe,,,,,,,,,,,,22.540,21.590,21.150,,,,,,,,
1.834477,869,5.0928136,59.2721973,[DBL2004] 368,5.0937083333,+59.2719722222,,,172,1,00 20 22.49   ,+59 16 19.1   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.696380,882,5.110741,59.2766213,[H2001] 4-6,5.1104583333,+59.2767500000,,,172,4,00 20 26.51   ,+59 16 36.3   ,D,2001ApJ...559..225H,Cl*,Cl*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.336205,889,5.1209659,59.2810468,[CC2004] J002029.0+591651.6,5.1208333333,+59.2811111111,,,172,2,00 20 29.0    ,+59 16 52     ,D,,Star,*,,,,,,,,,,,,,,,,,,25.280,,,,,,,,,
0.375503,889,5.1209659,59.2810468,LGGS J002029.08+591651.7,5.1211666667,+59.2810277778,,,172,2,00 20 29.08   ,+59 16 51.7   ,D,2007AJ....133.2393M,Star,*,,,,,,,,,,,,,,,,,22.630,21.720,21.580,,,,,,,,
0.418252,889,5.1209659,59.2810468,[MAC92] 17-B,5.1207500000,+59.2810833333,,,172,4,00 20 28.98   ,+59 16 51.9   ,D,2003A&A...404..483C,Star,*|WR*,,,,,OB,,,,,,,,,,,,,22.200,,,,,,,,,
0.464824,889,5.1209659,59.2810468,NAME IC 10 X-1,5.1212083333,+59.2810833333,2.000,2.000,90,159,00 20 29.09   ,+59 16 51.9   ,D,2004ApJ...601L..67B,HMXB,BH?|HXB|WR*|X|XB?,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.549479,889,5.1209659,59.2810468,[MAC92] 17-A,5.1210416667,+59.2811944444,,,172,14,00 20 29.05   ,+59 16 52.3   ,D,2003A&A...404..483C,WR*,WR*,,,,,WNE,,,,,,,,,,,,,22.500,,,,,,,,,
0.571453,889,5.1209659,59.2810468,[CC2004] J002029.1+591651.7,5.1212500000,+59.2811111111,,,172,2,00 20 29.1    ,+59 16 52     ,D,,Star,*,,,,,,,,,,,,,,,,,,25.860,,,,,,,,,
0.676437,889,5.1209659,59.2810468,LGGS J002029.12+591651.8,5.1213333333,+59.2810555556,,,172,2,00 20 29.12   ,+59 16 51.8   ,D,2007AJ....133.2393M,Star,*,,,,,,,,,,,,,,,,,22.500,22.480,21.630,,,,,,,,
1.003131,889,5.1209659,59.2810468,[MAC92] 17,5.1214583333,+59.2811666667,,,172,14,00 20 29.15   ,+59 16 52.2   ,D,,multiple_object,WR*|mul,,,,,WNE+OB,,,,,,,,,,,,,21.760,,,,,,,,,
0.847198,903,5.1228855,59.2815783,[MAC92] 18,5.1232500000,+59.2817222222,,,172,4,00 20 29.58   ,+59 16 54.2   ,D,,WR*,WR*,,,,,WN,,,,,,,,,,,,,,,,,,,,,,
0.206037,925,5.0699811,59.3386625,LGGS J002016.82+592019.1,5.0700833333,+59.3386388889,0.100,0.100,90,1,00 20 16.82   ,+59 20 19.1   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.270,21.760,,,,,,,,,
0.632386,938,5.1151014,59.2766574,[H2001] 4-7,5.1149166667,+59.2768055556,,,172,3,00 20 27.58   ,+59 16 36.5   ,D,2001ApJ...559..225H,Cl*,Cl*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.120331,954,5.1403098499999995,59.3102466,LGGS J002033.69+591836.9,5.1403750000,+59.3102500000,,,172,1,00 20 33.69   ,+59 18 36.9   ,D,2008MNRAS.391L..84G,Star,*,,,,,,,,,,,,,,,,,24.105,22.185,20.942,,,,,,,,
0.208381,957,5.0095828000000004,59.3191271,[TG2009] 7,5.0095000000,+59.3191666667,,,172,2,00 20 02.28   ,+59 19 09.0   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.025000,0.025000,90,22.661,21.090,20.043,,,,,,,,
1.180471,973,5.02328145,59.32968795,[TCA2017] T2,5.0233333333,+59.3293611111,,,172,1,00 20 05.60   ,+59 19 45.7   ,C,2017MNRAS.472.4618T,WR*_Candidate,WR?,,,,,,,,,,,,,,,,,,,,,,,,24.476,,,
1.582729,977,5.0399971,59.3359952,[HL90]  23,5.0400000000,+59.3355555556,,,172,1,00 20 09.6    ,+59 20 08     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.055497,985,5.0016115,59.3075248,LGGS J002000.41+591827.1,5.0016148392,+59.3075094787,0.000,0.000,90,1,00 20 00.38756,+59 18 27.0341,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,0.080,-0.184,0.564,0.574,90,,,,21.630,20.650,,,,,,,,,
1.299391,1009,5.1364304,59.2875419,LGGS J002032.80+591716.4,5.1366250000,+59.2878888889,,,172,9,00 20 32.79   ,+59 17 16.4   ,D,2002ApJ...580L..35M,WR*,*|WR*,,,,,WN7,,,,,,,,,,,,22.820,21.380,20.090,,,,,,,,
1.865841,1020,5.06431855,59.34085235,LGGS J002015.28+592028.5,5.0636666667,+59.3412500000,0.100,0.100,90,1,00 20 15.28   ,+59 20 28.5   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,21.860,21.250,,,,,,,,,
1.991761,1020,5.06431855,59.34085235,[HL90]  40,5.0645833333,+59.3413888889,,,172,2,00 20 15.5    ,+59 20 29     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.262063,1035,5.1416495,59.31557735,LGGS J002034.03+591856.1,5.1417916667,+59.3155833333,,,172,1,00 20 34.03   ,+59 18 56.1   ,D,2008MNRAS.391L..84G,Star,*,,,,,,,,,,,,,,,,,18.501,17.509,16.922,,,,,,,,
0.239742,1039,5.14379795,59.31186125,LGGS J002034.54+591842.8,5.1439166667,+59.3118888889,,,172,1,00 20 34.54   ,+59 18 42.8   ,D,2008MNRAS.391L..84G,Star,*,,,,,,,,,,,,,,,,,20.183,18.909,18.115,,,,,,,,
1.502271,1055,5.1451866,59.3099401,[DBL2004] 454,5.1445000000,+59.3101666667,,,172,1,00 20 34.68   ,+59 18 36.6   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.572543,1102,4.9969876,59.3099279,[HL90]   7,4.9975000000,+59.3102777778,,,172,2,00 19 59.4    ,+59 18 37     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.062363,1106,4.99700795,59.310636900000006,LGGS J001959.29+591838.3,4.9970416667,+59.3106388889,0.100,0.100,90,1,00 19 59.29   ,+59 18 38.3   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,23.380,22.590,,,,,,,,,
1.577596,1106,4.99700795,59.310636900000006,[HL90]   7,4.9975000000,+59.3102777778,,,172,2,00 19 59.4    ,+59 18 37     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106191,1114,5.1417909,59.2878015,LGGS J002034.06+591716.1,5.1418421551,+59.2877879038,0.008,0.003,90,1,00 20 34.04212,+59 17 16.0365,C,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,,,,,32767,,,,21.880,21.110,,,,,,,,,
0.047423,1169,5.00654495,59.32590505,2MASS J00200155+5919332,5.0065203316,+59.3259010751,0.000,0.000,90,2,00 20 01.56488,+59 19 33.2439,A,2020yCat.1350....0G,C*,*|C*|IR,,,,,,,0.3900,0.3139,-0.095,-0.212,0.308,0.300,90,,,,,,,15.663,14.605,14.011,,,,,
0.205852,1175,5.14834645,59.313830249999995,LGGS J002035.63+591849.8,5.1484583333,+59.3138333333,,,172,1,00 20 35.63   ,+59 18 49.8   ,D,2008MNRAS.391L..84G,Star,*,,,,,,,,,,,,,,,,,18.183,16.983,16.295,,,,,,,,
0.168307,1221,5.00804575,59.32925885,[TG2009] 5,5.0080416667,+59.3293055556,,,172,2,00 20 01.93   ,+59 19 45.5   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.025000,0.025000,90,21.268,20.268,19.581,,,,,,,,
0.238110,1248,5.0021948,59.2815779,LGGS J002000.52+591653.5,5.0021053340,+59.2815300866,0.000,0.000,90,1,00 20 00.50528,+59 16 53.5083,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,0.1865,0.7687,-0.211,0.429,0.618,0.659,90,,,,22.100,20.900,,,,,,,,,
0.317364,1259,4.99029065,59.3097939,2MASS J00195768+5918349,4.9903500000,+59.3097111111,0.110,0.110,135,1,00 19 57.684  ,+59 18 34.96  ,C,2003yCat.2246....0C,Star,*|IR,,,,,,,,,,,,,,,,,22.580,20.940,19.900,,14.440,,,,,,
1.821325,1263,5.0112419,59.3325564,[DBL2004] 172,5.0102500000,+59.3325555556,,,172,1,00 20 02.46   ,+59 19 57.2   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.837332,1287,5.14008135,59.328730500000006,WBBH J002033+591942.9,5.1391250000,+59.3285805556,,,172,2,00 20 33.390  ,+59 19 42.89  ,C,2017MNRAS.467.2113W,Radio,Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.214819,1308,5.11829965,59.3400001,LGGS J002028.42+592024.0,5.1184166667,+59.3400000000,,,172,1,00 20 28.42   ,+59 20 24.0   ,D,2017ApJ...836...50L,Star,*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.300781,1316,4.9987468,59.2820709,[MAC92]  2,4.9988333333,+59.2820000000,,,172,9,00 19 59.72   ,+59 16 55.2   ,D,,WR*,WR*,,,,,WC4,,,,,,,,,,,,,,,,,,,,,,
0.559728,1316,4.9987468,59.2820709,LGGS J001959.69+591654.9,4.9987083333,+59.2819166667,,,172,1,00 19 59.69   ,+59 16 54.9   ,D,2007AJ....133.2393M,Star,*,,,,,,,,,,,,,,,,,23.170,21.580,20.540,,,,,,,,
0.922922,1316,4.9987468,59.2820709,LGGS J001959.63+591654.7,4.9984583333,+59.2818611111,,,172,1,00 19 59.63   ,+59 16 54.7   ,D,2007AJ....133.2393M,Star,*,,,,,,,,,,,,,,,,,21.830,21.020,20.490,,,,,,,,
0.162071,1352,4.9973281,59.32665985,[TG2009] 3,4.9972500000,+59.3266388889,,,172,2,00 19 59.34   ,+59 19 35.9   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.014000,0.014000,90,22.222,21.325,20.587,,,,,,,,
0.185438,1362,5.00855445,59.33453995,[TG2009] 6,5.0085000000,+59.3345833333,,,172,2,00 20 02.04   ,+59 20 04.5   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.010000,0.010000,90,21.530,20.596,19.820,,,,,,,,
1.495658,1387,4.98518705,59.312997550000006,[DBL2004] 130,4.9852500000,+59.3125833333,,,172,1,00 19 56.46   ,+59 18 45.3   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.370062,1440,5.15620095,59.32079775,[DBL2004] 478,5.1554583333,+59.3208333333,,,172,1,00 20 37.31   ,+59 19 15.0   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027205,1459,5.1029601499999995,59.260027449999995,[LL2015] 61,5.1029457456,+59.2600257477,0.013,0.009,90,1,00 20 24.70698,+59 15 36.0927,C,2020yCat.1350....0G,Cl*,*|Cl*,,,,,,,,,,,,,,0.018033,0.018033,32767,21.005,19.603,18.634,,,,,,,,
0.305878,1462,5.0002098,59.3327602,[TG2009] 4,5.0001250000,+59.3328333333,,,172,2,00 20 00.03   ,+59 19 58.2   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.047000,0.047000,90,21.014,19.849,19.024,,,,,,,,
0.205821,1471,4.9873495,59.2854033,LGGS J001956.99+591707.5,4.9874583333,+59.2854166667,,,172,8,00 19 56.99   ,+59 17 07.5   ,D,2007AJ....133.2393M,WR*,*|WR*,,,,,WC4.5,,,,,,,,,,,,22.110,21.470,21.050,,,,,,,,
1.882291,1505,5.1402129,59.3364718,[PSB2020] IC   10 16,5.1408333333,+59.3360555556,,,172,1,00 20 33.80   ,+59 20 09.8   ,E,2020AJ....160...66P,HIshell,,-330.000,,-0.0011002,,,,,,,,,,,0.580000,0.580000,0,,,,,,,,,,,
0.117999,1598,4.9908162,59.331209,[TG2009] 2,4.9908750000,+59.3312222222,,,172,2,00 19 57.81   ,+59 19 52.4   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.025000,0.025000,90,21.558,20.570,19.983,,,,,,,,
0.084880,1638,5.0447789499999995,59.35234635,[LL2015] 17,5.0448249660,+59.3523487325,0.000,0.000,90,2,00 20 10.75799,+59 21 08.4554,A,2020yCat.1350....0G,Cl*,*|Cl*,,,,,,,0.4336,0.0715,-2.974,-3.878,0.066,0.069,90,0.025000,0.025000,90,18.340,17.270,16.684,,,,,,,,
1.985656,1650,5.170203900000001,59.296553700000004,[GTA2012] 33,5.1693750000,+59.2962000000,,,172,1,00 20 40.650  ,+59 17 46.32  ,C,2012MNRAS.425.2557G,PN?_Candidate,PN?,-284.000,,-0.0009469,,,,,,,,,,,,,,,,,,,,,,,,
0.737699,1651,5.0151199,59.34536955,[GTA2012] 9,5.0152083333,+59.3455694444,,,172,1,00 20 03.650  ,+59 20 44.05  ,C,2012MNRAS.425.2557G,PN?_Candidate,PN?,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.225811,1655,5.0573745,59.354052,[TG2009] 21,5.0573333333,+59.3541111111,,,172,2,00 20 13.76   ,+59 21 14.8   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.017000,0.017000,90,22.573,21.572,20.753,,,,,,,,
1.948365,1658,5.1704709,59.3119636,[DBL2004] 508,5.1708333333,+59.3124722222,,,172,1,00 20 41.00   ,+59 18 44.9   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.098560,1823,5.1138556,59.35401925,[LL2015] 49,5.1138301514,+59.3539951403,0.002,0.002,90,2,00 20 27.31924,+59 21 14.3825,C,2020yCat.1350....0G,Cl*,*|Cl*,,,,,,,,,,,,,32767,0.042000,0.042000,90,20.070,18.649,17.711,,,,,,,,
0.835134,1941,5.1795654,59.2884271,[SS89] 6,5.1800178768,+59.2884474491,,,172,1,00 20 43.2    ,+59 17 18     ,D,1989A&A...214...33S,PartofG,PoG,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.743646,1968,4.9596598499999995,59.29843235,[LL2015] 62,4.9596666667,+59.2986388889,,,172,1,00 19 50.32   ,+59 17 55.1   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.037267,0.037267,32767,22.470,21.068,20.040,,,,,,,,
1.246634,2028,4.9745963,59.3357817,[DBL2004] 114,4.9742916667,+59.3354722222,,,172,2,00 19 53.83   ,+59 20 07.7   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,20.772,19.091,17.737,16.998,,,,,
0.287418,2074,5.06845085,59.2437763,LGGS J002016.41+591437.5,5.0683390000,+59.2438320000,0.240,0.230,113,1,00 20 16.401  ,+59 14 37.80  ,C,2003yCat.2246....0C,Em*,*|Em*|IR,,,,,,,,,,,,,,,,,21.280,19.950,,16.040,15.576,15.510,,,,,
0.132734,2108,4.994479800000001,59.2577134,LGGS J001958.69+591527.7,4.9945416667,+59.2576944444,,,172,1,00 19 58.69   ,+59 15 27.7   ,D,2017ApJ...836...50L,Star,*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.240875,2155,5.1895759,59.318678,[HL90] 144,5.1895833333,+59.3183333333,,,172,1,00 20 45.5    ,+59 19 06     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.035203,2187,5.0790746,59.3013948,[HL90]  55,5.0791666667,+59.3011111111,,,172,1,00 20 19.0    ,+59 18 04     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.213585,2187,5.0790746,59.3013948,LGGS J002018.97+591806.3,5.0789146614,+59.3017218690,0.002,0.001,90,1,00 20 18.93952,+59 18 06.1987,C,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,,,,,,,,,22.610,21.350,,,,,,,,,
0.590951,2195,5.0854756,59.2997052,LGGS J002020.49+591759.5,5.0853750000,+59.2998611111,0.100,0.100,90,1,00 20 20.49   ,+59 17 59.5   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.040,21.080,,,,,,,,,
1.146084,2195,5.0854756,59.2997052,[HL90]  66,5.0858333333,+59.2994444444,,,172,1,00 20 20.6    ,+59 17 58     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.546715,2195,5.0854756,59.2997052,LGGS J002020.44+591757.5,5.0851666667,+59.2993055556,0.100,0.100,90,1,00 20 20.44   ,+59 17 57.5   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.410,21.600,,,,,,,,,
1.955430,2197,5.0777475,59.2959294,[HL90]  54,5.0787500000,+59.2961111111,,,172,1,00 20 18.9    ,+59 17 46     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.184153,2200,5.0790365,59.2958165,[HL90]  54,5.0787500000,+59.2961111111,,,172,1,00 20 18.9    ,+59 17 46     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.853422,2202,5.0728819,59.2942343,[DBL2004] 307,5.0719583333,+59.2940277778,,,172,1,00 20 17.27   ,+59 17 38.5   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.137111,2213,5.0775472,59.3150577,[TG2009] 32,5.0781250000,+59.3149444444,,,172,3,00 20 18.75   ,+59 18 53.8   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.092000,0.092000,90,19.450,18.715,18.023,,,,,,,,
1.207904,2214,5.0787745,59.3148923,[TG2009] 32,5.0781250000,+59.3149444444,,,172,3,00 20 18.75   ,+59 18 53.8   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.092000,0.092000,90,19.450,18.715,18.023,,,,,,,,
1.642886,2214,5.0787745,59.3148923,[BGR2000] Br 2,5.0796666667,+59.3148611111,,,172,12,00 20 19.12   ,+59 18 53.5   ,D,2009ApJ...703..370C,SNR,HII|PoG|Rad|SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.085519,2245,5.0529695,59.2866951,2MASS J00201270+5917121,5.0529500000,+59.2867166667,0.090,0.080,87,2,00 20 12.708  ,+59 17 12.18  ,C,2003yCat.2246....0C,Star,*|IR,,,,,,,,,,,,,,,,,24.540,22.020,20.300,16.060,14.880,14.510,,,,,
1.574431,2364,5.1158055,59.2840548,MSX6C G118.9785-03.3491,5.1154166667,+59.2844444444,,,172,1,00 20 27.7    ,+59 17 04     ,D,2003yCat.5114....0E,MIR,IR|MIR,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.980740,2365,5.1164935,59.2844302,MSX6C G118.9785-03.3491,5.1154166667,+59.2844444444,,,172,1,00 20 27.7    ,+59 17 04     ,D,2003yCat.5114....0E,MIR,IR|MIR,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.359530,2395,5.1203553,59.2823794,LGGS J002028.95+591655.3,5.1206250000,+59.2820277778,0.100,0.100,90,1,00 20 28.95   ,+59 16 55.3   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.900,22.200,,,,,,,,,
0.485936,2418,5.125986,59.2836051,[YS93] 001747.18+590023,5.1262500000,+59.2836111111,,,172,1,00 20 30.3    ,+59 17 01     ,D,,SNR?_Candidate,SR?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.863903,2457,5.1219384,59.2781047,[MCG2003] IC 10 PN 24,5.1229458333,+59.2781611111,,,172,1,00 20 29.507  ,+59 16 41.38  ,D,2009MNRAS.398..280M,PN?_Candidate,PN?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.802220,2477,5.0111632,59.281839,[HL90]  13,5.0120833333,+59.2816666667,,,172,2,00 20 02.9    ,+59 16 54     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
